movie_id,genre
1572,Thriller
1573,Action
1573,Thriller
1574,Action
1574,Comedy
1574,Drama
1574,Crime
1574,Music
1576,Science Fiction
1576,Horror
1576,Action
1577,Horror
1577,Science Fiction
1577,Action
1578,Drama
1579,Thriller
1579,Drama
1579,Adventure
1579,Action
1581,Romance
1581,Comedy
1584,Music
1584,Comedy
1585,Fantasy
1585,Family
1585,Drama
1586,Mystery
1586,Thriller
1587,Romance
1587,Drama
1588,Comedy
1590,Drama
1591,Drama
1593,Family
1593,Comedy
1593,Adventure
1593,Fantasy
1593,Action
1597,Romance
1597,Comedy
1598,Thriller
1598,Crime
1599,Comedy
1599,Romance
1613,Action
1613,Comedy
1613,Crime
1613,Thriller
1619,Drama
1619,Thriller
1619,Crime
1619,Action
1620,Crime
1620,Drama
1620,Thriller
1620,Action
1621,Comedy
1624,Comedy
1635,Action
1635,Thriller
1635,Science Fiction
1635,Adventure
1636,Comedy
1636,Romance
1636,Fantasy
1637,Adventure
1637,Crime
1637,Action
1639,Action
1639,Adventure
1639,Thriller
1640,Drama
1642,Drama
1642,Action
1642,Mystery
1642,Thriller
1642,Crime
1645,Drama
1645,Crime
1645,Thriller
1646,Drama
1646,Crime
1648,Adventure
1648,Comedy
1648,Science Fiction
1649,Comedy
1649,Family
1649,Fantasy
1649,Adventure
1649,Science Fiction
1651,Drama
1651,Crime
1651,Romance
1656,Action
1656,Adventure
1667,Documentary
1667,Family
1669,Thriller
1669,Action
1669,Adventure
1677,Drama
1677,Music
1683,Horror
1685,Mystery
1685,Science Fiction
1685,Adventure
1687,Action
1687,Science Fiction
1688,Action
1688,Science Fiction
1690,Horror
1691,Horror
1696,Drama
1696,Horror
1696,Crime
1698,Horror
1698,Thriller
1701,Action
1701,Thriller
1701,Crime
1705,Action
1705,Science Fiction
1710,Thriller
1710,Drama
1717,Thriller
1717,Drama
1722,Romance
1722,Drama
1722,History
1724,Science Fiction
1724,Action
1724,Adventure
1725,Crime
1725,Drama
1725,Music
1726,Action
1726,Science Fiction
1726,Adventure
1729,Fantasy
1729,Action
1729,Adventure
1734,Action
1734,Fantasy
1734,Adventure
1735,Action
1735,Fantasy
1735,Adventure
1770,Thriller
1770,Drama
1771,Science Fiction
1771,Adventure
1771,Action
1777,Documentary
1779,History
1779,Documentary
1781,Documentary
1788,Drama
1788,Romance
1788,Family
1788,Music
1792,Comedy
1808,Drama
1808,Music
1809,Comedy
1809,Romance
1809,Drama
1813,Drama
1813,Horror
1813,Thriller
1813,Mystery
1817,Thriller
1817,Drama
1819,Comedy
1819,Romance
1824,Comedy
1824,Romance
1830,Crime
1830,Drama
1830,Thriller
1831,Comedy
1832,Adventure
1832,Comedy
1832,Fantasy
1833,Drama
1833,Romance
1844,Drama
1844,Mystery
1844,Romance
1850,Comedy
1850,Drama
1850,Romance
1852,Drama
1852,History
1852,Thriller
1858,Adventure
1858,Science Fiction
1858,Action
1865,Adventure
1865,Action
1865,Fantasy
1874,History
1874,Drama
1878,Drama
1878,Comedy
1878,Adventure
1880,Thriller
1880,Action
1883,Drama
1883,History
1885,Drama
1887,Drama
1887,History
1891,Science Fiction
1891,Action
1891,Adventure
1892,Action
1892,Adventure
1892,Science Fiction
1893,Adventure
1893,Action
1893,Science Fiction
1894,Science Fiction
1894,Action
1894,Adventure
1895,Science Fiction
1895,Action
1895,Adventure
1900,Thriller
1900,Drama
1900,Crime
1901,Comedy
1901,Drama
1901,Romance
1903,Drama
1903,Mystery
1903,Romance
1903,Science Fiction
1903,Thriller
1904,History
1904,Romance
1904,Drama
1907,Drama
1907,Adventure
1907,Romance
1907,Thriller
1909,Comedy
1909,Romance
1909,Drama
1911,Adventure
1911,Fantasy
1911,Action
1913,Drama
1921,Drama
1921,Romance
1924,Action
1924,Adventure
1924,Fantasy
1924,Science Fiction
1927,Drama
1927,Science Fiction
1927,Action
1930,Action
1930,Adventure
1930,Fantasy
1931,Drama
1931,Music
1933,Thriller
1933,Horror
1933,Drama
1933,Mystery
1934,History
1934,Romance
1946,Science Fiction
1946,Horror
1946,Action
1946,Thriller
1947,Drama
1948,Thriller
1948,Action
1948,Crime
1949,Crime
1949,Thriller
1949,Mystery
1949,Drama
1950,Drama
1950,Romance
1951,Drama
1954,Science Fiction
1954,Thriller
1955,History
1955,Drama
1956,Adventure
1956,Mystery
1956,Drama
1957,Thriller
1957,Drama
1958,Comedy
1958,Thriller
1958,Music
1958,Crime
1958,Mystery
1961,Horror
1961,Comedy
1966,History
1966,Adventure
1966,Action
1966,Drama
1966,Romance
1966,War
1969,Crime
1969,Comedy
1969,Western
1969,Action
1970,Thriller
1970,Mystery
1970,Horror
1975,Horror
1975,Thriller
1979,Action
1979,Thriller
1979,Adventure
1979,Fantasy
1985,Drama
1985,Mystery
1985,Thriller
1988,Drama
1988,Thriller
1989,Drama
1989,Romance
1995,Action
1995,Thriller
1995,Adventure
1995,Fantasy
1996,Fantasy
1996,Adventure
1996,Action
1996,Thriller
1997,Adventure
1997,Family
1997,Drama
1999,Drama
1999,Thriller
2001,Crime
2001,Thriller
2001,Drama
2008,Fantasy
2008,Drama
2008,Romance
2008,Thriller
2008,Action
2009,Drama
2011,Animation
2011,Drama
2013,Drama
2018,Comedy
2022,Comedy
2022,Romance
2023,Adventure
2023,Western
2024,War
2024,Drama
2024,History
2024,Action
2026,Thriller
2026,Drama
2026,Mystery
2026,Crime
2034,Thriller
2034,Drama
2034,Action
2034,Crime
2043,Action
2043,Thriller
2043,Mystery
2043,Crime
2044,Romance
2044,Drama
2044,Mystery
2048,Action
2048,Science Fiction
2054,Music
2054,Drama
2054,Family
2055,Western
2056,Comedy
2056,Drama
2057,Thriller
2057,Drama
2057,Romance
2057,Mystery
2059,Mystery
2059,Thriller
2059,Action
2059,Adventure
2062,Family
2062,Fantasy
2062,Animation
2062,Comedy
2067,Science Fiction
2069,Comedy
2069,Crime
2074,Romance
2074,Comedy
2080,Action
2080,Science Fiction
2080,Adventure
2080,Thriller
2084,Crime
2084,Comedy
2084,Thriller
2085,Action
2085,Thriller
2085,Crime
2088,Drama
2088,Crime
2088,Action
2088,Thriller
2100,Action
2100,Thriller
2100,Drama
2105,Comedy
2105,Romance
2110,Action
2110,Comedy
2110,Drama
2112,Action
2112,Thriller
2112,Crime
2112,Drama
2114,Adventure
2114,Thriller
2114,Action
2114,Animation
2114,Fantasy
2114,Science Fiction
2116,Crime
2116,Thriller
2116,Drama
2118,Mystery
2118,Thriller
2118,Crime
2118,Drama
2119,Adventure
2122,Crime
2122,Thriller
2122,Comedy
2123,Comedy
2133,Drama
2135,Adventure
2135,Science Fiction
2135,Action
2140,Thriller
2140,Action
2140,Crime
2142,Action
2142,Crime
2142,Drama
2148,Romance
2148,Crime
2148,Drama
2148,Music
2155,Thriller
2157,Adventure
2157,Family
2157,Science Fiction
2162,Action
2162,Comedy
2162,Thriller
2163,Action
2163,Drama
2163,Thriller
2176,Drama
2176,Thriller
2185,Thriller
2185,Comedy
2185,Action
2196,Comedy
2196,Drama
2207,Crime
2207,Thriller
2207,Adventure
2207,Action
2211,History
2211,Drama
2211,Romance
2251,Thriller
2251,Drama
2252,Mystery
2252,Crime
2252,Thriller
2253,War
2253,History
2253,Thriller
2253,Drama
2255,Comedy
2255,Romance
2255,Drama
2266,Romance
2266,Drama
2268,Adventure
2268,Fantasy
2270,Romance
2270,Family
2270,Fantasy
2270,Adventure
2275,Thriller
2275,Mystery
2275,Drama
2275,Crime
2277,Science Fiction
2277,Comedy
2280,Comedy
2280,Drama
2280,Family
2280,Romance
2280,Fantasy
2287,Documentary
2288,Drama
2288,Romance
2289,Drama
2290,History
2290,Drama
2290,Comedy
2292,Comedy
2293,Romance
2293,Comedy
2294,Comedy
2295,Comedy
2300,Comedy
2300,Animation
2300,Drama
2300,Family
2300,Fantasy
2309,Fantasy
2309,Family
2309,Adventure
2310,Adventure
2310,Animation
2310,Action
2312,Fantasy
2312,Adventure
2312,Action
2312,Drama
2320,Adventure
2320,Thriller
2320,Drama
2320,Action
2355,Drama
2359,Documentary
2370,Drama
2370,Thriller
2370,Mystery
2370,Action
2395,Adventure
2395,Comedy
2395,Fantasy
2395,Family
2428,History
2428,Drama
2447,Drama
2447,History
2453,Action
2453,Thriller
2454,Fantasy
2454,Family
2454,Adventure
2486,Adventure
2486,Action
2486,Family
2486,Fantasy
2493,Comedy
2493,Romance
2493,Fantasy
2493,Adventure
2493,Family
2501,Action
2501,Drama
2501,Mystery
2501,Thriller
2502,Action
2502,Drama
2502,Thriller
2503,Thriller
2503,Mystery
2503,Drama
2503,Action
2539,Comedy
2567,Drama
2575,Drama
2575,Thriller
2577,Thriller
2577,Science Fiction
2577,Romance
2577,Drama
2604,Drama
2604,War
2610,Romance
2610,Drama
2610,Comedy
2619,Fantasy
2619,Comedy
2619,Romance
2621,Drama
2621,Romance
2621,Comedy
2636,Thriller
2636,Action
2637,Drama
2637,Horror
2637,Mystery
2639,Drama
2639,Comedy
2642,Romance
2642,Comedy
2649,Mystery
2649,Thriller
2649,Drama
2652,Drama
2652,Thriller
2655,Drama
2655,Horror
2655,Mystery
2655,Thriller
2661,Adventure
2661,Comedy
2661,Science Fiction
2661,Family
2661,Crime
2662,Horror
2666,Science Fiction
2666,Mystery
2667,Mystery
2667,Horror
2669,History
2669,Drama
2669,Action
2675,Drama
2675,Mystery
2675,Science Fiction
2675,Thriller
2687,Science Fiction
2687,Fantasy
2687,Comedy
2698,Comedy
2698,Family
2698,Fantasy
2749,Thriller
2749,Crime
2749,Action
2752,Comedy
